id,template_id,name,category,city,description,verification_type,vibe_tags,price_level,avg_duration_minutes,lat,lng
f0e1e84a-c7d2-454b-bcf0-1cb0cf9629cd,5fce150c-5b3d-4af2-bd45-b1d152a779db,Hidden Speakeasy Discovery,bars,Chicago,Find the hidden entrance to The Violet Hour in Wicker Park. There's no sign — just a mysterious unmarked door. Order their signature cocktail.,gps,"nightlife,social",3,45-60,41.9097,-87.6774
50372951-e910-4608-9976-58d240e940fe,5fce150c-5b3d-4af2-bd45-b1d152a779db,Pilsen Mural Walk,street art,Chicago,Walk through Pilsen's 16th Street and find at least three colorful murals. Take a creative pose next to your favorite one.,photo,"photography,cultural",1,45-60,41.8583,-87.6563
542d6d70-8818-40e5-8180-ffd36e6b4b32,5fce150c-5b3d-4af2-bd45-b1d152a779db,Garrett Popcorn Mix,food,Chicago,Grab the famous Chicago Mix (caramel and cheese popcorn together) from Garrett Popcorn Shops on Michigan Ave. Decide once and for all if sweet and savory belong together.,photo,"foodie,chill",2,20-30,41.8889,-87.6250
b1e348ec-b8cd-449d-b7cf-2170cdf51fb1,5fce150c-5b3d-4af2-bd45-b1d152a779db,Comedy Show Night,active,Chicago,Catch an improv or sketch comedy show at Second City or iO Theater. Laugh until your cheeks hurt and try not to get picked for audience participation.,photo,"social,nightlife,cultural",3,60-90,41.9114,-87.6346
118e7d31-6820-425f-aa58-d4f5b28372cc,5fce150c-5b3d-4af2-bd45-b1d152a779db,Magnificent Mile Window Shopping,shopping,Chicago,Walk the full stretch of the Magnificent Mile on Michigan Avenue. Pop into three stores and find one item you'd realistically buy.,gps,"chill,adventurous",1,60-90,41.8954,-87.6246
b83450b7-ab72-4c85-86ac-2e29c47a98ef,5fce150c-5b3d-4af2-bd45-b1d152a779db,Chinatown Dim Sum Run,food,Chicago,Visit Chicago's Chinatown and try dim sum at a traditional spot. Order at least three dishes you've never tried before.,photo,"foodie,adventurous",2,45-60,41.8517,-87.6318
eebdd931-bd9a-4d83-aa7c-45302845c2ea,5fce150c-5b3d-4af2-bd45-b1d152a779db,Buckingham Fountain Photo,photo spots,Chicago,Capture Buckingham Fountain in Grant Park with the skyline behind it. Visit at night for the light show if possible.,photo,"photography,romantic",1,20-30,41.8758,-87.6189
a97209af-7a50-4dfe-90ec-6485759f1de6,5fce150c-5b3d-4af2-bd45-b1d152a779db,Jazz Club Night,music,Chicago,Visit a live jazz club like Green Mill or Andy's Jazz Club and stay for at least two full sets. Chicago jazz is legendary — soak it in.,gps,"music,cultural,nightlife",3,60-90,41.9685,-87.6599
0ccf7bed-2f82-40e8-bb78-cd2e81dcbe95,5fce150c-5b3d-4af2-bd45-b1d152a779db,Chicago-Style Hot Dog,food,Chicago,Order a proper Chicago-style hot dog with the full seven toppings. No ketchup — that's the rule. Try Superdawg or Portillo's for the authentic experience.,photo,"foodie,cultural",1,20-30,41.8843,-87.6324
a5af0bfe-d3ec-4518-9047-8d4b19f4b867,5fce150c-5b3d-4af2-bd45-b1d152a779db,Museum of Science & Industry Explore,museums,Chicago,Visit the Museum of Science and Industry in Hyde Park. Find the U-505 submarine exhibit and learn one surprising fact about its capture.,gps,"cultural,history",4,120-180,41.7906,-87.5831
25ed14c7-e5e5-42bd-922d-8c37fb3c58e0,5fce150c-5b3d-4af2-bd45-b1d152a779db,Rooftop Bar Skyline Toast,bars,Chicago,Visit a rooftop bar like Cindy's at the Chicago Athletic Association and toast to the skyline view over Millennium Park.,photo,"nightlife,social,romantic",3,45-60,41.8828,-87.6246
d6f70191-5fcf-47ce-beb4-fc526fb2ef63,5fce150c-5b3d-4af2-bd45-b1d152a779db,360 Chicago Tilt,active,Chicago,Go to 360 Chicago at the former John Hancock Center and do the TILT experience — lean out over Michigan Ave from the 94th floor.,photo,"adventurous,photography",4,45-60,41.8990,-87.6233
2581cd11-f8b3-4d3f-a31d-021efd0b7edc,5fce150c-5b3d-4af2-bd45-b1d152a779db,Vintage Thrift in Wicker Park,shopping,Chicago,Dig through the vintage and thrift shops along Milwaukee Ave in Wicker Park. Find one piece that tells a story.,photo,"adventurous,chill",1,45-60,41.9088,-87.6796
d8abab51-f815-41bf-8df0-87e8ccaeb8fd,5fce150c-5b3d-4af2-bd45-b1d152a779db,Chicago Riverwalk Stroll,nature,Chicago,Walk the full length of the Chicago Riverwalk from Lake Shore Drive to Lake Street. Stop at one of the bars or cafés along the way.,photo,"chill,outdoors",1,45-60,41.8882,-87.6218
e9a9ce51-f8a1-4832-b494-ecc1119b5b0c,5fce150c-5b3d-4af2-bd45-b1d152a779db,Latte Art Snap,cafes,Chicago,Order a latte with art at a local Chicago café like Intelligentsia or Metric Coffee. Capture a close-up before your first sip.,photo,"foodie,chill",2,20-30,,
f93bfda8-738f-4859-b52d-e8b22a69fc14,5fce150c-5b3d-4af2-bd45-b1d152a779db,Field Museum Discovery,museums,Chicago,Visit the Field Museum and say hi to Sue the T. Rex. Explore at least two exhibit halls and learn one fact that surprises you.,gps,"cultural,history",4,60-90,41.8663,-87.6170
ba19783c-67da-4fe4-8d5c-7f62946e83eb,5fce150c-5b3d-4af2-bd45-b1d152a779db,Street Busker Tip,music,Chicago,Stop and listen to a street performer on Michigan Ave or in an L station for at least one full song and tip them.,photo,"outdoors,cultural",1,20-30,,
1dbe9138-65a5-4cad-b8e8-b45e39fa372d,5fce150c-5b3d-4af2-bd45-b1d152a779db,Neon Sign Night Capture,photo spots,Chicago,"Find a classic neon sign in Chicago at night — try the Green Mill, a theater marquee, or a dive bar sign — and take a moody photo.",photo,"photography,nightlife",1,20-30,,
d48e710c-ccaf-4906-9cd7-633c9c7592a6,5fce150c-5b3d-4af2-bd45-b1d152a779db,Boba Break in Chinatown,cafes,Chicago,Visit a boba tea shop in Chinatown and try a flavor you've never had before. Go for something adventurous like taro or brown sugar.,photo,"foodie,chill",2,20-30,41.8517,-87.6318
38107721-0865-4a11-b022-b5b32760a674,5fce150c-5b3d-4af2-bd45-b1d152a779db,Yoga in the Park,active,Chicago,Attend or self-lead a 15-minute yoga flow in Grant Park or Lincoln Park. Capture proof with the skyline in the background.,photo,"active,outdoors,chill",1,20-30,,
c0501b54-cc86-4571-bff7-1983b5a829c7,5fce150c-5b3d-4af2-bd45-b1d152a779db,Logan Square Coffee Crawl,cafes,Chicago,Try coffee from two different cafés in Logan Square and compare tasting notes like a pro. Gaslight Coffee Roasters is a great start.,photo,"foodie,chill",2,45-60,41.9234,-87.7076
fd3ea4ef-dc91-445d-b044-0dea3af9b8f4,5fce150c-5b3d-4af2-bd45-b1d152a779db,Maxwell Street Market Find,shopping,Chicago,Visit the Maxwell Street Market on a Sunday morning. Try the famous Maxwell Street Polish and find one unexpected treasure.,photo,"cultural,foodie,adventurous",1,45-60,41.8586,-87.6551
7f297d9c-8cf7-44a3-9876-6e78d64cbd91,5fce150c-5b3d-4af2-bd45-b1d152a779db,Adler Planetarium Skyline View,photo spots,Chicago,Walk out to the Adler Planetarium peninsula for the most iconic Chicago skyline photo op. Capture the full skyline with the lake in frame.,photo,"photography,outdoors",1,20-30,41.8663,-87.6068
cacca602-4e16-4a5b-8f0a-00d8f919ee4c,5fce150c-5b3d-4af2-bd45-b1d152a779db,Food Truck Chase,food,Chicago,Track down a Chicago food truck and order their specialty item. Share a quick review of what you got.,photo,"foodie,chill,cultural",2,20-30,,
35173222-6ba3-4ba3-88df-c92e6209fb1e,5fce150c-5b3d-4af2-bd45-b1d152a779db,Blues Club Experience,music,Chicago,Visit a legendary Chicago blues club like Buddy Guy's Legends or Kingston Mines. Stay for at least one full set and feel the soul of the city.,gps,"music,cultural,nightlife",3,60-90,41.8566,-87.6317
a001b69f-5259-4d3f-bba4-c9c5a6509c0f,5fce150c-5b3d-4af2-bd45-b1d152a779db,Hidden Bookstore Find,shopping,Chicago,Visit a local independent bookstore like Myopic Books or Open Books and find a book by a Chicago author.,photo,"adventurous,chill,history",1,20-30,,
68107047-f696-457c-b961-d12e87d72f16,5fce150c-5b3d-4af2-bd45-b1d152a779db,North Avenue Beach Chill,nature,Chicago,Spend at least 30 minutes at North Avenue Beach. Dip your toes in Lake Michigan if the weather allows and take in the skyline view.,photo,"outdoors,chill,romantic",1,45-60,41.9125,-87.6265
f4527091-9281-4c9b-837e-1cc143980d23,5fce150c-5b3d-4af2-bd45-b1d152a779db,Local Distillery Tasting,bars,Chicago,Take a tour or do a tasting at a local distillery like Koval or CH Distillery. Learn how their signature spirit is made.,photo,"foodie,chill",3,45-60,,
3353cfd1-401e-4428-8e28-dc095cc47710,5fce150c-5b3d-4af2-bd45-b1d152a779db,L Train Photo,photo spots,Chicago,Capture the iconic Chicago L train rumbling through the Loop from street level. Try to get the train framed between the buildings.,photo,"photography,cultural",1,20-30,41.8819,-87.6278
c26659d9-619d-4f67-a62d-cdec2f620c84,5fce150c-5b3d-4af2-bd45-b1d152a779db,Sunrise at Montrose Harbor,nature,Chicago,Catch the sunrise at Montrose Harbor overlooking Lake Michigan. Spend five minutes just reflecting in silence.,photo,"romantic,outdoors,chill",1,20-30,41.9631,-87.6384
