id,template_id,name,category,city,description,verification_type,vibe_tags,price_level,avg_duration_minutes,lat,lng
f2b7cdad-e0fd-416f-992a-33b77087fc6a,99123ed6-779f-4632-baee-00d34c7ef33f,Vintage Shop Treasure,shopping,Nashville,Find one vintage clothing piece in East Nashville.,both,"adventurous,chill,history",1,20-30,36.1967,-86.7422
ad10892a-cc1b-45a4-b34a-f2eec1290796,99123ed6-779f-4632-baee-00d34c7ef33f,Capitol Steps Climb,active,Nashville,Climb the Tennessee State Capitol steps and walk the surrounding grounds.,gps,"outdoors, active, cultural ",1,20-30,36.16600549,-86.78434336
9e6ed809-fed7-4e56-9d63-9b37aed00850,99123ed6-779f-4632-baee-00d34c7ef33f,Rooftop View Cheers,bars,Nashville,Visit a rooftop bar and take in the skyline view before ordering a drink.,photo,"foodie, nightlife, social",3,45-60,,
f3a164ed-9446-48b9-9a37-4d4187f06e4e,99123ed6-779f-4632-baee-00d34c7ef33f,Mural Matching Outfit,street art,Nashville,Find a colorful mural and wear something that matches part of it for a coordinated photo.,photo,photography,1,20-30,,
6c1b7d56-d65f-4ed8-b0e6-03f0993df45a,99123ed6-779f-4632-baee-00d34c7ef33f,Museum Self-Guided Tour,museums,Nashville,Visit the Johnny Cash Museum and complete the full exhibit path.,gps,"cultural, history, music",3,60-90,36.1612119,-86.77572072
e88cc8d4-8815-46fd-a637-bcca2d6d869a,99123ed6-779f-4632-baee-00d34c7ef33f,Boba Break,cafes,Nashville,Visit a local boba or specialty tea shop and try a flavor you've never had.,photo,"foodie, chill",2,20-30,,
bfe16074-585f-4e1e-ac17-610760e68541,99123ed6-779f-4632-baee-00d34c7ef33f,Bridge Night Walk,photo spots,Nashville,Walk the John Seigenthaler Pedestrian Bridge at night and capture city lights reflecting in the river.,both,"photography, nightlife",1,20-30,36.16254876,-86.77232265
be19dfcf-2f26-4993-892f-7042fa645cfe,99123ed6-779f-4632-baee-00d34c7ef33f,Local Distillery Tour,bars,Nashville,Take a tour of a local distillery and learn how their signature drink is made.,photo,"foodie, chill",3,45-60,,
85f91e84-6d15-42af-845e-d6978a87b091,99123ed6-779f-4632-baee-00d34c7ef33f,Park Yoga Moment,active,Nashville,Attend or self-lead a 15-minute yoga flow in a public park and capture proof.,photo,"active, outdoors, adventurous ",1,20-30,,
189d2fe7-f714-4b6d-9655-2fe0861da4a1,99123ed6-779f-4632-baee-00d34c7ef33f,Hot Chicken!,food,Nashville,Try hot chicken from any location of Prince's. ,photo,foodie,3,45-60,,
2d920f29-f2c5-4e64-9c54-948d3ff46991,99123ed6-779f-4632-baee-00d34c7ef33f,Street Busker Tip,music,Nashville,Stop and listen to a street performer for at least one full song and tip them.,photo,"outdoors, cultural",1,20-30,,
